label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.7420687079429626,0.90292888879776,4.382851841455704e-07,0.661571741104126,0.8471047282218933,-0.02236764319241047,0.5920577645301819,0.7049548625946045,-0.025751274079084396,0.5533844232559204,0.5797195434570312,-0.029072705656290054,0.5108407139778137,0.5122557878494263,-0.03223104029893875,0.6376950740814209,0.5003493428230286,0.002952810376882553,0.6083961129188538,0.3589800298213959,-0.010088125243782997,0.5946831703186035,0.26943838596343994,-0.025225142017006874,0.5856750011444092,0.18818235397338867,-0.039148762822151184,0.692251980304718,0.46927452087402344,-0.004949931520968676,0.6748296618461609,0.29825371503829956,-0.014332832768559456,0.6645864844322205,0.19153067469596863,-0.029954705387353897,0.6547391414642334,0.0982513502240181,-0.04337801784276962,0.7485980987548828,0.48077818751335144,-0.018491161987185478,0.7450041174888611,0.31913092732429504,-0.03707892820239067,0.7400001883506775,0.21055234968662262,-0.055729400366544724,0.7326959371566772,0.11268719285726547,-0.07061602175235748,0.805934488773346,0.526414692401886,-0.03457201272249222,0.8380063772201538,0.4175938069820404,-0.05508182570338249,0.8607003092765808,0.33968430757522583,-0.06671743839979172,0.8795614838600159,0.2652094066143036,-0.07590990513563156
A,0.741547167301178,0.9410324096679688,4.0049522453955433e-07,0.6620274782180786,0.8764245510101318,-0.020804589614272118,0.5929808616638184,0.7243116497993469,-0.022584708407521248,0.5511112809181213,0.6051478981971741,-0.025330832228064537,0.5063851475715637,0.5380399227142334,-0.02727152593433857,0.645961582660675,0.5203346610069275,0.012718801386654377,0.6116935014724731,0.3860468566417694,0.003456564387306571,0.595110297203064,0.30294227600097656,-0.007906459271907806,0.5839529037475586,0.23312261700630188,-0.0185018889605999,0.7034881114959717,0.4948956370353699,0.00496840151026845,0.6848050951957703,0.3280266225337982,0.0004394026182126254,0.6756291389465332,0.22994796931743622,-0.008971459232270718,0.6676653623580933,0.14747877418994904,-0.016851482912898064,0.7617154121398926,0.5113787651062012,-0.00942304078489542,0.7613836526870728,0.3589267134666443,-0.025773363187909126,0.7597547173500061,0.25859320163726807,-0.039554890245199203,0.7564205527305603,0.1687617301940918,-0.049644142389297485,0.8176430463790894,0.5603331923484802,-0.026514723896980286,0.8518105149269104,0.4564753472805023,-0.0462171733379364,0.8761743903160095,0.3836115896701813,-0.05556318908929825,0.8962960243225098,0.31183332204818726,-0.061949472874403
A,0.7396806478500366,0.9498206377029419,3.830105868019018e-07,0.6582733988761902,0.8772765398025513,-0.01898588053882122,0.5908148288726807,0.7207304835319519,-0.019500691443681717,0.5506652593612671,0.6012168526649475,-0.020905766636133194,0.5092587471008301,0.5330020785331726,-0.022343633696436882,0.648188591003418,0.5232089757919312,0.008979625068604946,0.6145777106285095,0.3837115466594696,-0.0016122730448842049,0.5992357730865479,0.29606419801712036,-0.014158223755657673,0.5891430974006653,0.2177346646785736,-0.0264052152633667,0.7068644165992737,0.49672433733940125,-0.000796776614151895,0.6935124397277832,0.3238604962825775,-0.008952049538493156,0.6859395503997803,0.21851040422916412,-0.022981926798820496,0.6777965426445007,0.12556909024715424,-0.034788720309734344,0.7645288109779358,0.5150572061538696,-0.016408806666731834,0.7702964544296265,0.35497793555259705,-0.03662924841046333,0.770814836025238,0.2467191368341446,-0.05620047077536583,0.7679469585418701,0.14536863565444946,-0.07092620432376862,0.8194013237953186,0.5684104561805725,-0.03402123972773552,0.8608136773109436,0.4640640318393707,-0.05766116827726364,0.8904035091400146,0.3870474398136139,-0.07124803215265274,0.9142637848854065,0.30906423926353455,-0.08129788190126419
A,0.7071776986122131,0.9221460819244385,-9.459382681598072e-07,0.6591628193855286,0.81076580286026,-0.006254865787923336,0.6512596607208252,0.6213905215263367,-0.008075535297393799,0.6783002018928528,0.4874019920825958,-0.016707736998796463,0.701758086681366,0.39328452944755554,-0.019403982907533646,0.7139500379562378,0.4981379508972168,0.02032572589814663,0.7078412771224976,0.36873507499694824,-0.019290447235107422,0.6677414178848267,0.36895808577537537,-0.027004815638065338,0.641472578048706,0.40361666679382324,-0.02346152439713478,0.7563065886497498,0.5186954140663147,0.005993630271404982,0.7058631181716919,0.4289499819278717,-0.03989758715033531,0.6683338284492493,0.570866584777832,-0.02971983328461647,0.6878466010093689,0.6217210292816162,-0.006863764487206936,0.7977349162101746,0.566007137298584,-0.017509054392576218,0.7382932305335999,0.49730804562568665,-0.06759459525346756,0.7090706825256348,0.6401442289352417,-0.03985488787293434,0.7337892055511475,0.6838335394859314,-0.007050436921417713,0.8334940671920776,0.6302891373634338,-0.04306774586439133,0.7766131162643433,0.5834600925445557,-0.07414765655994415,0.7490599751472473,0.671409547328949,-0.05939970910549164,0.7706285119056702,0.7009320259094238,-0.04001876711845398
A,0.723942756652832,0.9573984146118164,4.467881637992832e-07,0.6553506255149841,0.8665980696678162,-0.021878758445382118,0.6096311807632446,0.7063169479370117,-0.02960359677672386,0.5827795267105103,0.5836085081100464,-0.03773454204201698,0.5470847487449646,0.49570268392562866,-0.04670338332653046,0.6789353489875793,0.5036478638648987,-0.007687481120228767,0.664681613445282,0.34505537152290344,-0.025081118568778038,0.6583294868469238,0.2454955130815506,-0.0425112321972847,0.6567296981811523,0.15527896583080292,-0.05844305455684662,0.737765371799469,0.4963650405406952,-0.019696803763508797,0.7431119084358215,0.31005242466926575,-0.03634756803512573,0.7478839755058289,0.19484998285770416,-0.05744031071662903,0.7515954971313477,0.09177310764789581,-0.07474468648433685,0.7916073203086853,0.5357798337936401,-0.03660641983151436,0.8189113736152649,0.3638775646686554,-0.06460697203874588,0.8378740549087524,0.2490289807319641,-0.09079816192388535,0.8520951271057129,0.1403302103281021,-0.11033327877521515,0.8391085267066956,0.6122720837593079,-0.054961949586868286,0.8991653323173523,0.5077574253082275,-0.08484701812267303,0.943428099155426,0.43406298756599426,-0.10263793915510178,0.9805318117141724,0.3590177297592163,-0.1158909872174263
A,0.7584338188171387,0.971330463886261,3.958039940243907e-07,0.6795567274093628,0.8903951644897461,-0.028789879754185677,0.6269623637199402,0.737873911857605,-0.040482427924871445,0.608359694480896,0.5971636772155762,-0.05148107558488846,0.5952829122543335,0.4748704135417938,-0.06052124872803688,0.677176296710968,0.5474364161491394,-0.00481775589287281,0.6624930500984192,0.4069784879684448,-0.03046537935733795,0.6429244875907898,0.337872713804245,-0.054391924291849136,0.6198864579200745,0.2801111042499542,-0.07120988517999649,0.7345800995826721,0.5233891606330872,-0.011947433464229107,0.7345283031463623,0.3435074985027313,-0.02913065440952778,0.7281270623207092,0.2319256216287613,-0.04918202385306358,0.7173110246658325,0.1290835738182068,-0.06487780064344406,0.7893542647361755,0.5461094379425049,-0.02604897879064083,0.7995430827140808,0.3753461539745331,-0.05158869922161102,0.8021876215934753,0.26734480261802673,-0.07143943011760712,0.7993059754371643,0.1620400995016098,-0.08557642996311188,0.8416813015937805,0.6028575897216797,-0.042955368757247925,0.8829355835914612,0.4819161891937256,-0.06858111172914505,0.9129765629768372,0.395345538854599,-0.08072556555271149,0.9365541338920593,0.30904313921928406,-0.08895428478717804
A,0.7811576128005981,0.9784871935844421,1.0916484427525575e-07,0.8027333617210388,0.7951245903968811,0.02114129066467285,0.7964379191398621,0.6228540539741516,0.017327897250652313,0.7686700224876404,0.49232250452041626,0.010439223609864712,0.7351697683334351,0.40206652879714966,4.574120612232946e-05,0.8132686018943787,0.5461245179176331,-0.046558085829019547,0.8168317079544067,0.34159785509109497,-0.08224521577358246,0.8153106570243835,0.21569988131523132,-0.10200797766447067,0.8167754411697388,0.1084328293800354,-0.11367954313755035,0.7952859401702881,0.6043938994407654,-0.06974240392446518,0.7262070775032043,0.36893177032470703,-0.10665599256753922,0.6478592157363892,0.2811964452266693,-0.11652480065822601,0.591231107711792,0.23675742745399475,-0.12076671421527863,0.7554548382759094,0.671845018863678,-0.08834317326545715,0.6684483885765076,0.46828415989875793,-0.11986649036407471,0.5933437943458557,0.394386887550354,-0.12419544160366058,0.5458594560623169,0.35867777466773987,-0.12272197008132935,0.7061339616775513,0.7412840723991394,-0.10307754576206207,0.6249840259552002,0.600290060043335,-0.12597911059856415,0.5726705193519592,0.5460458397865295,-0.12883059680461884,0.53766930103302,0.5092921853065491,-0.12689583003520966
A,0.7163586020469666,0.9925469160079956,-1.9807447415587376e-07,0.6573373675346375,0.8974245190620422,-0.02710852399468422,0.6238739490509033,0.7112234830856323,-0.04314521327614784,0.61977618932724,0.5655387043952942,-0.06586752086877823,0.6062778234481812,0.451742023229599,-0.08691858500242233,0.6803005337715149,0.527554988861084,0.007231081370264292,0.6857119798660278,0.3719017207622528,-0.020078210160136223,0.6775296926498413,0.2672317922115326,-0.03232443332672119,0.6836931705474854,0.185368150472641,-0.04021080583333969,0.7284086346626282,0.5435190796852112,-0.005878049414604902,0.7338864207267761,0.3586164116859436,-0.05397772789001465,0.6846666932106018,0.47026529908180237,-0.05606478825211525,0.6715285778045654,0.5593454241752625,-0.03945240378379822,0.7733742594718933,0.5862457156181335,-0.026909049600362778,0.7869023680686951,0.4179891049861908,-0.0742265060544014,0.7339741587638855,0.5209935903549194,-0.057942282408475876,0.7175888419151306,0.616675615310669,-0.030522111803293228,0.8162728548049927,0.6521682143211365,-0.05202864482998848,0.82199627161026,0.5137736201286316,-0.0788242518901825,0.7775433659553528,0.5625641942024231,-0.06614332646131516,0.7583717107772827,0.6379948258399963,-0.04825839027762413
A,0.7385066151618958,1.0168873071670532,-9.769297548700706e-07,0.6801859140396118,0.8656516671180725,-0.02365822158753872,0.6649225950241089,0.680777907371521,-0.03345545381307602,0.6643925309181213,0.5379344820976257,-0.04380806162953377,0.648465096950531,0.42189013957977295,-0.04761802405118942,0.7636833190917969,0.5648111701011658,0.0031615509651601315,0.7038812041282654,0.5393916964530945,-0.03465871512889862,0.6890295147895813,0.6623989343643188,-0.05649276077747345,0.6883281469345093,0.7469432950019836,-0.06494156271219254,0.8171000480651855,0.5934627652168274,-0.0007393165142275393,0.7539190053939819,0.5944611430168152,-0.03987177833914757,0.7277992367744446,0.7465502023696899,-0.050814129412174225,0.7324084639549255,0.8173245787620544,-0.049753572791814804,0.8645216226577759,0.6607933640480042,-0.01109789963811636,0.8155221939086914,0.642423152923584,-0.052091434597969055,0.7776793241500854,0.7753515839576721,-0.03659303858876228,0.7767808437347412,0.8366665840148926,-0.015343211591243744,0.9039700627326965,0.74638831615448,-0.02387073263525963,0.8763635754585266,0.7047280073165894,-0.04513568803668022,0.8355545997619629,0.7796118855476379,-0.026761218905448914,0.8285906910896301,0.815741240978241,-0.0056327031925320625
A,0.8027523159980774,1.0587122440338135,3.99061121925115e-07,0.8326716423034668,0.869466245174408,0.005315297283232212,0.8246381282806396,0.7033444046974182,-0.012503924779593945,0.788109540939331,0.5707734823226929,-0.02970363385975361,0.743797779083252,0.4859020411968231,-0.05230867117643356,0.8549842834472656,0.6244083046913147,-0.07678184658288956,0.8752433061599731,0.4421340823173523,-0.12006648629903793,0.889886736869812,0.3203558027744293,-0.1446579545736313,0.9012287855148315,0.21379908919334412,-0.16006091237068176,0.8348631858825684,0.6990176439285278,-0.09412188827991486,0.727770984172821,0.466128945350647,-0.13227587938308716,0.6534715890884399,0.34900373220443726,-0.1475803107023239,0.5997676253318787,0.2708861529827118,-0.16065940260887146,0.791683554649353,0.7826699018478394,-0.1061270609498024,0.6625274419784546,0.5979796051979065,-0.1444818526506424,0.5935932397842407,0.5455425977706909,-0.1478654444217682,0.5529760122299194,0.5279039144515991,-0.14625266194343567,0.7403563857078552,0.8592751026153564,-0.11457221955060959,0.6402072310447693,0.7251894474029541,-0.14346036314964294,0.6023977398872375,0.6918165683746338,-0.1432788223028183,0.5842300653457642,0.669225811958313,-0.13884678483009338
A,0.714485764503479,1.0661126375198364,5.773527504970843e-07,0.6382591724395752,0.9954730868339539,-0.03780514746904373,0.5841149687767029,0.8734254837036133,-0.05873933061957359,0.5554662346839905,0.7575157880783081,-0.07749719172716141,0.5218774676322937,0.6483337879180908,-0.09594493359327316,0.6423638463020325,0.6357125639915466,-0.030886420980095863,0.6138745546340942,0.4698762893676758,-0.0586080364882946,0.6004664301872253,0.36196160316467285,-0.08183778822422028,0.5947691202163696,0.2650918960571289,-0.09998256713151932,0.7075146436691284,0.6136990189552307,-0.0377446748316288,0.6980530619621277,0.4134919047355652,-0.061563994735479355,0.6933382153511047,0.28521057963371277,-0.08693196624517441,0.6916607618331909,0.17130212485790253,-0.10632132738828659,0.7698851227760315,0.6443278789520264,-0.05006982386112213,0.783186137676239,0.45903483033180237,-0.08224659413099289,0.793326199054718,0.33356499671936035,-0.11034496128559113,0.8012772798538208,0.21735484898090363,-0.13062649965286255,0.8284703493118286,0.7154043316841125,-0.06498757004737854,0.8812572956085205,0.6074153184890747,-0.09765677154064178,0.9203347563743591,0.5310508012771606,-0.11593933403491974,0.953316867351532,0.45635223388671875,-0.1283210963010788
A,0.7416397333145142,0.953146755695343,-4.112729925509484e-07,0.68189537525177,0.8618745803833008,-0.022293945774435997,0.6641050577163696,0.6678371429443359,-0.031839169561862946,0.6690026521682739,0.5152581334114075,-0.04664572328329086,0.6557192802429199,0.40593963861465454,-0.05564337223768234,0.719689130783081,0.5205435752868652,0.012548835016787052,0.7428255677223206,0.3484984338283539,-0.025455527007579803,0.7009252309799194,0.3360839784145355,-0.04882766306400299,0.6858464479446411,0.40328964591026306,-0.05675536394119263,0.7623603940010071,0.5235078930854797,0.0026656892150640488,0.8000910878181458,0.3181963562965393,-0.03346822410821915,0.7407481670379639,0.3242025673389435,-0.0448576882481575,0.7159438729286194,0.414550244808197,-0.04109273478388786,0.7996475696563721,0.5540696382522583,-0.016165729612112045,0.8340787291526794,0.36504676938056946,-0.044328778982162476,0.7736983895301819,0.3772014379501343,-0.04277850687503815,0.7518094182014465,0.4591448903083801,-0.03312291204929352,0.8323853015899658,0.6022551655769348,-0.03948820382356644,0.8399943113327026,0.4581557512283325,-0.057458680123090744,0.7944439053535461,0.45710334181785583,-0.055330272763967514,0.7733452916145325,0.5247526168823242,-0.04781736433506012
A,0.726055383682251,0.9584794640541077,-2.2719603975929203e-08,0.6817919611930847,0.7981582283973694,0.009861154481768608,0.6898337602615356,0.6279128789901733,0.011666469275951385,0.7054283022880554,0.52595055103302,0.003423678921535611,0.7130944132804871,0.44141119718551636,-0.008129349909722805,0.7827937602996826,0.508009135723114,0.009002149105072021,0.8067577481269836,0.3421654999256134,-0.013317273929715157,0.8201895952224731,0.23223146796226501,-0.03629979118704796,0.8280311226844788,0.13938124477863312,-0.05702729895710945,0.8074544668197632,0.5469708442687988,-0.02345523238182068,0.8058062791824341,0.35537368059158325,-0.05633394047617912,0.7723466157913208,0.22724774479866028,-0.09096457809209824,0.7353739738464355,0.13030710816383362,-0.11563406884670258,0.8210467100143433,0.6188052296638489,-0.05748170614242554,0.8256036639213562,0.4326787292957306,-0.10155225545167923,0.7772454619407654,0.31375572085380554,-0.13902422785758972,0.7274947762489319,0.23131106793880463,-0.1618444174528122,0.8186847567558289,0.710914671421051,-0.0896771252155304,0.8005152940750122,0.5765208005905151,-0.13671062886714935,0.7482171654701233,0.5082694292068481,-0.16264846920967102,0.6957432627677917,0.4717196822166443,-0.1780785173177719
A,0.7426580190658569,1.0361653566360474,2.2288193690656044e-07,0.6746838092803955,0.921025812625885,-0.02814994566142559,0.6374437808990479,0.7828190922737122,-0.05040077492594719,0.6297520399093628,0.669445276260376,-0.07408947497606277,0.6321911811828613,0.5592644214630127,-0.09726396948099136,0.7326209545135498,0.5743131041526794,-0.016787951812148094,0.7205026745796204,0.4181218147277832,-0.06278112530708313,0.6869189739227295,0.3415362238883972,-0.10347192734479904,0.6503463387489319,0.28790339827537537,-0.12849272787570953,0.7849102020263672,0.5705156326293945,-0.029525185003876686,0.7939062714576721,0.3787391781806946,-0.061509836465120316,0.783169150352478,0.2511242628097534,-0.09259728342294693,0.7695991396903992,0.1366998255252838,-0.1153123751282692,0.8325076103210449,0.6186199188232422,-0.04980231821537018,0.8579233288764954,0.43859994411468506,-0.08463834971189499,0.8594989776611328,0.3122829496860504,-0.11181697994470596,0.856488049030304,0.19188515841960907,-0.1308952271938324,0.8743806481361389,0.7058901786804199,-0.07286569476127625,0.9308021664619446,0.5968758463859558,-0.10238447785377502,0.964845597743988,0.5084099769592285,-0.11826719343662262,0.9896928071975708,0.4138042628765106,-0.12968207895755768
A,0.7582784295082092,1.0184450149536133,-5.749910769736744e-07,0.6930751204490662,0.9066147208213806,-0.026963194832205772,0.6619072556495667,0.7617517709732056,-0.04998352751135826,0.6803147792816162,0.6285312175750732,-0.07927975803613663,0.7524417638778687,0.60932457447052,-0.10097410529851913,0.7411620020866394,0.590613603591919,-0.007491069380193949,0.7545010447502136,0.402396023273468,-0.05490973964333534,0.7100406289100647,0.45902881026268005,-0.0856926366686821,0.7034546732902527,0.5575315356254578,-0.10224511474370956,0.7849864959716797,0.5944302678108215,-0.020064188167452812,0.8255625367164612,0.3823193609714508,-0.06959283351898193,0.767275869846344,0.44150441884994507,-0.08980192989110947,0.7537577152252197,0.5388820767402649,-0.09290661662817001,0.8249335289001465,0.6281875371932983,-0.04014776274561882,0.8767136931419373,0.4181714951992035,-0.07137361168861389,0.8138856291770935,0.46359512209892273,-0.06803002208471298,0.7925142645835876,0.5547055006027222,-0.05787796527147293,0.8587643504142761,0.6911987066268921,-0.0656227394938469,0.8709602355957031,0.5410944223403931,-0.07722118496894836,0.8191102743148804,0.5596736669540405,-0.07155552506446838,0.7974213361740112,0.6401786208152771,-0.06397122144699097
